title,url,category,source,text_to_cluster,cluster
Chiwenga returns from China,https://www.thestandard.co.zw/politics/article/172072/chiwenga-returns-from-china,Politics,Standard,chiwenga return china vicepresid constantino chiwenga go selfisol spend fortnight china instead lead countri battl stop spread coronaviru top govern offici said yesterday mose matenga chiwenga arriv back countri friday night presid emmerson mnangagwa appoint lead,3
Covid-19: Red flag over lockdown,https://www.thestandard.co.zw/politics/article/172073/covid-19-red-flag-over-lockdown,Politics,Standard,covid19 red flag lockdown govern yesterday move exempt certain sector lockdown begin tomorrow industri warn forc compani shut ground fragil economi,3
"Police, Zanu PF top human rights abusers",https://www.thestandard.co.zw/politics/article/174485/police-zanu-pf-top-human-rights-abusers,Politics,Standard,polic zanu pf top human right abus zimbabw republ polic zanu pf major perpetr human right abus month decemb 2019 report zimbabw peac project reveal tapiwa zivira monthli monitor report decemb 2019 propeac monitor document organis state polic occupi 38 perpetr,0
Why Zanu PF fears an uprising against Mnangagwa govt,https://www.thestandard.co.zw/politics/article/175120/why-zanu-pf-fears-an-uprising-against-mnangagwa-govt,Politics,Standard,zanu pf fear upris mnangagwa govt zimbabw econom meltdown constitut biggest threat zanu pf continu hold power rule parti admit,0
Chamisa hits back at Chiwenga,https://www.thestandard.co.zw/politics/article/175142/chamisa-hits-back-at-chiwenga,Politics,Standard,chamisa hit back chiwenga mdc leader nelson chamisa yesterday hit back vicepresid constantino chiwenga say parti interest share power peopl stole elect,1
Live Updates: 2020 National Budget,https://www.thestandard.co.zw/politics/article/175817/live-updates-2020-national-budget,Politics,Standard,live updat 2020 nation budget subsidi market distort market distort associ subsidi present addit risk macroeconom fiscal stabil particular subsidi fuel electr agricultur past led larg often unpredict expens updat tinotenda samukang ronald magweta mose matenga fidel mhlanga subsidi deem essenti,1
Kasukuwere  mourns Mugabe,https://www.thestandard.co.zw/politics/article/177561/kasukuwere-mourns-mugabe,Politics,Standard,kasukuwer mourn mugab former local govern minist saviour kasukuwer yesterday said former presid robert mugab uniqu leader bear grudg,3
Tension grows as government clamps down on dissent,https://www.thestandard.co.zw/politics/article/178871/tension-grows-as-government-clamps-down-on-dissent,Politics,Standard,tension grow govern clamp dissent tearga truncheon return zimbabw citi recent day protest took street express discont deterior economi,0
Mamombe bemoans violent politics,https://www.thestandard.co.zw/politics/article/178897/mamombe-bemoans-violent-politics,Politics,Standard,mamomb bemoan violent polit harar west mp joanah mamomb say zimbabw polit violent natur women opposit biggest victim,0
"Jaricha, the visionary building Africa's future, one mall and football club at a time",https://www.thestandard.co.zw/sport/article/200041247/jaricha-the-visionary-building-africas-future-one-mall-and-football-club-at-a-time,Sports,Standard,jaricha visionari build africa futur one mall footbal club time expans plan zambia mozambiqu take shape jaricha blueprint african busi might becom contin playbook,1
title,url,Category,Standard,titl descript,1
As mad as it gets,https://www.thestandard.co.zw/sport/article/200041507/as-mad-as-it-gets,Sports,Standard,mad get let us consid run lap concept moment common trait coach,1
Nakamba's Luton relegated to League One,https://www.thestandard.co.zw/sport/article/200041524/nakambas-luton-relegated-to-league-one,Sports,Standard,nakamba luton releg leagu one luton town lost 5 3 west bromwich albion becom fourth team suffer backtoback releg premier leagu way leagu one,1
Scottish test for DeMbare,https://www.thestandard.co.zw/sport/article/200041525/scottish-test-for-dembare,Sports,Standard,scottish test dembar contrast scottland 16 point play number match,0
CBZ to spruce up Highlanders Club house,https://www.thestandard.co.zw/sport/article/200041508/cbz-to-spruce-up-highlanders-club-house,Sports,Standard,cbz spruce highland club hous reveal financi institut manag launch partnership club bulawayo hotel friday night,3
Nyamukondiwa confident ahead of FBC Zim Open,https://www.thestandard.co.zw/sport/article/200041503/nyamukondiwa-confident-ahead-of-fbc-zim-open,Sports,Standard,nyamukondiwa confid ahead fbc zim open fbc hold group pour us200 000 prize fund thu increas packag 25 million rand last year 3 million rand,1
Hockey team pleads for support after Junior World Cup qualification,https://www.thestandard.co.zw/sport/article/200041504/hockey-team-pleads-for-support-after-junior-world-cup-qualification,Sports,Standard,hockey team plead support junior world cup qualif south africa host namibia grab two world cup place finish first second respect continent championship,1
Zimra team makes SARAIG games history,https://www.thestandard.co.zw/sport/article/200041289/zimra-team-makes-saraig-games-history,Sports,Standard,zimra team make saraig game histori victori mark repeat success previou year tournament lesotho,1
Gwanda Pirates a new beacon of hope,https://www.thestandard.co.zw/sport/article/200041246/gwanda-pirates-a-new-beacon-of-hope,Sports,Standard,gwanda pirat new beacon hope stand gwanda pirat sit second place 6 point four goal sheasham fc top tabl six point four goal two game,1
As bad as it gets,https://www.thestandard.co.zw/sport/article/200041229/as-bad-as-it-gets,Sports,Standard,bad get come profession sport may recognis coach manag attitud,0
Inside sport: Our football heading for better times,https://www.thestandard.co.zw/sport/article/200041228/inside-sport-our-football-heading-for-better-times,Sports,Standard,insid sport footbal head better time castl lager psl championship chibuku super cup reserv psl club enough countri big footbal ambit,1
Chevrons seek to finish off wounded Tigers,https://www.thestandard.co.zw/sport/article/200041249/chevrons-seek-to-finish-off-wounded-tigers,Sports,Standard,chevron seek finish wound tiger muzarabani form team momentum zimbabw look pois fli past wound tiger,1
"Varevi claims Coca-Cola Four Minute Mile title, but magic mark  remains elusive",https://www.thestandard.co.zw/sport/article/200041248/varevi-claims-coca-cola-four-minute-mile-title-but-magic-mark-remains-elusive,Sports,Standard,varevi claim cocacola four minut mile titl magic mark remain elus tafadzwa chidziva mr pace athlet club zrp makota shiyan finish fourth fifth respect time 4 minut 2452 second 4 minut 2538 second,1
"Jaricha, the visionary building Africa's future, one mall and football club at a time",https://www.thestandard.co.zw/sport/article/200041247/jaricha-the-visionary-building-africas-future-one-mall-and-football-club-at-a-time,Sports,Standard,jaricha visionari build africa futur one mall footbal club time expans plan zambia mozambiqu take shape jaricha blueprint african busi might becom contin playbook,1
Jonah Queens maintain unbeaten run,https://www.thestandard.co.zw/sport/article/200041250/jonah-queens-maintain-unbeaten-run,Sports,Standard,jonah queen maintain unbeaten run team sponsor johan masow centenari base leader bigi prophet jonah musanzika express optimisim club,1
Simba Bhora fail to end MWOS’ unbeaten run,https://www.thestandard.co.zw/sport/article/200041256/simba-bhora-fail-to-end-mwos-unbeaten-run,Sports,Standard,simba bhora fail end mwo unbeaten run fairytal start season maiden season lloyd mutasa men hope assert titl credenti home champion,3
"TelOne, Bosso share spoils",https://www.thestandard.co.zw/sport/article/200041260/telone-bosso-share-spoils,Sports,Standard,telon bosso share spoil though pick point road highland coach kelvin kaindu still concern conced,1
Win at last for Caps United,https://www.thestandard.co.zw/sport/article/200041259/win-at-last-for-caps-united,Sports,Standard,win last cap unit club presid farai jere gave mix signal one point insinu overhaul technic team later shift goal post,1
Pressure mounts on Tapera,https://www.thestandard.co.zw/sport/article/200041258/pressure-mounts-on-tapera,Sports,Standard,pressur mount tapera chicken inn miss eight regular player due injuri ill,1
Scotland FC hold ZPC Kariba,https://www.thestandard.co.zw/sport/article/200041257/scotland-fc-hold-zpc-kariba,Sports,Standard,scotland fc hold zpc kariba team left field clear zpc kariba scotland fc would look forward next fixtur determin come top,1
FC Porto Academy camp charms Chidzambwa,https://www.thestandard.co.zw/sport/article/200040995/fc-porto-academy-camp-charms-chidzambwa,Sports,Standard,fc porto academi camp charm chidzambwa least 200 kid age five 18 across countri part train camp,1
Lady Sables finish third at Africa Cup qualifier,https://www.thestandard.co.zw/sport/article/200041001/lady-sables-finish-third-at-africa-cup-qualifier,Sports,Standard,ladi sabl finish third africa cup qualifi ladi sabl began tournament high 46 8 win host ivori coast first match,1
DeMbare's joyous Rufaro roar fades,https://www.thestandard.co.zw/sport/article/200040998/dembares-joyous-rufaro-roar-fades,Sports,Standard,dembar joyou rufaro roar fade onceimpos rufaro stadium concret giant wit decad blue white cheer ecstat celebr stand notic empti,1
Silence in examinations,https://www.thestandard.co.zw/sport/article/200041000/silence-in-examinations,Sports,Standard,silenc examin charg dugout throw arm around place display theatric would well win role play,1
Chas Everitt boost for Mother Touch School's UK tour,https://www.thestandard.co.zw/sport/article/200040996/chas-everitt-boost-for-mother-touch-schools-uk-tour,Sports,Standard,cha everitt boost mother touch school uk tour cha everitt announc support school sport tour launch oper zimbabw begin month,3
Ex-footballer Mbofana remembers his roots,https://www.thestandard.co.zw/sport/article/200040997/ex-footballer-mbofana-remembers-his-roots,Sports,Standard,exfootbal mbofana rememb root mbofana hand footbal netbal volleybal kit school attend 1977 1983,1
ICZ’s new call centre to ease insurance claims processing,https://www.thestandard.co.zw/sport/article/200040992/iczs-new-call-centre-to-ease-insurance-claims-processing,Sports,Standard,icz new call centr eas insur claim process icz recent launch call centr servic access 591 tollfre number mobil phone network countrywid,0
